opened_at,closed_at,pair,direction,conviction_score,entry_price,exit_price,quantity,realized_pnl,balance_after
2026-06-26T15:24:21.760Z,2026-06-26T16:24:46.115Z,BNBUSDT,long,37,563.65,563.49,1.580059,-0.2528,9709.6537
2026-06-26T15:24:26.272Z,2026-06-26T16:24:46.384Z,DOGEUSDT,long,34,0.07,0.07,10991.860306,4.2868,9713.9405
2026-06-26T15:24:28.517Z,2026-06-26T16:24:46.514Z,ADAUSDT,long,43,0.15,0.15,7064.243598,8.4771,9722.4176
2026-06-26T15:54:19.466Z,2026-06-26T16:54:46.222Z,SOLUSDT,long,71,71.82,72.51,23.862289,16.4888,9737.8419
2026-06-26T16:09:55.107Z,2026-06-26T17:10:18.833Z,XRPUSDT,long,72,1.05,1.05,1670.039606,2.5051,9739.1930
2026-06-26T16:10:01.838Z,2026-06-26T17:10:19.207Z,AVAXUSDT,long,41,6.43,6.41,154.876897,-2.1683,9737.0247
2026-06-26T16:10:04.087Z,2026-06-26T17:10:19.331Z,LINKUSDT,long,45,7.35,7.37,148.610831,2.8236,9739.8484
2026-06-26T16:24:59.756Z,2026-06-26T17:25:19.976Z,ADAUSDT,long,42,0.15,0.15,6916.353985,5.5331,9743.4531
2026-06-26T16:39:48.394Z,2026-06-26T17:40:19.482Z,ETHUSDT,long,31,1583.70,1579.49,0.475747,-2.0029,9740.8071
2026-06-26T16:54:50.672Z,2026-06-26T17:55:19.487Z,SOLUSDT,long,42,72.51,72.52,14.100942,0.1128,9740.9199
2026-06-26T16:54:57.415Z,2026-06-26T17:55:19.736Z,DOGEUSDT,long,37,0.08,0.08,11959.814440,2.6312,9743.5511
2026-06-26T17:10:28.609Z,2026-06-26T18:10:57.535Z,XRPUSDT,short,46,1.05,1.05,1067.864011,1.6018,9745.1529
2026-06-26T17:10:35.354Z,2026-06-26T18:10:57.786Z,AVAXUSDT,long,42,6.42,6.48,159.285594,8.9200,9754.0729
2026-06-26T17:10:37.605Z,2026-06-26T18:10:57.909Z,LINKUSDT,long,44,7.38,7.37,145.154729,-0.8709,9753.2019
2026-06-26T17:25:33.103Z,2026-06-26T18:25:58.326Z,ADAUSDT,long,44,0.15,0.15,7227.106125,-2.8908,9748.5556
2026-06-26T18:11:02.689Z,2026-06-26T19:11:32.183Z,SOLUSDT,long,33,72.87,73.14,11.041815,3.0034,9751.5590
2026-06-26T18:11:07.185Z,2026-06-26T19:11:32.319Z,XRPUSDT,short,43,1.05,1.04,1000.493663,3.6018,9755.1608
2026-06-26T18:11:13.931Z,2026-06-26T19:11:32.444Z,AVAXUSDT,long,44,6.49,6.42,165.289663,-11.9009,9743.2599
2026-06-26T19:11:41.713Z,2026-06-26T20:12:02.155Z,XRPUSDT,short,55,1.04,1.05,1282.867222,-3.7203,9738.1366
2026-06-26T19:41:37.351Z,2026-06-26T20:42:02.308Z,SOLUSDT,long,41,73.73,72.27,13.544403,-19.7748,9717.9236
2026-06-26T20:27:18.154Z,2026-06-26T21:27:55.209Z,AVAXUSDT,short,30,6.40,6.36,114.083138,5.3619,9722.4692
2026-06-26T20:42:11.406Z,2026-06-26T21:42:55.206Z,XRPUSDT,short,56,1.04,1.05,1302.171996,-1.0417,9720.9899
2026-06-26T21:27:59.737Z,2026-06-26T22:28:25.663Z,SOLUSDT,short,30,72.07,71.63,10.117876,4.4114,9724.9056
2026-06-26T21:43:04.211Z,2026-06-26T22:43:25.718Z,XRPUSDT,short,34,1.05,1.05,790.324385,0.0000,9724.3075
2026-06-26T22:28:30.231Z,2026-06-26T23:28:55.097Z,SOLUSDT,short,41,71.63,71.71,13.915996,-1.1272,9721.6633
2026-06-26T22:43:34.719Z,2026-06-26T23:43:55.101Z,XRPUSDT,short,61,1.05,1.05,1418.283178,-4.8222,9716.8412
2026-06-26T22:43:41.455Z,2026-06-26T23:43:55.226Z,AVAXUSDT,long,43,6.54,6.58,159.777958,5.5922,9722.4334
2026-06-26T23:44:04.228Z,2026-06-27T00:45:03.028Z,XRPUSDT,short,44,1.05,1.04,1019.608805,4.2824,9724.6596
2026-06-26T23:44:10.970Z,2026-06-27T00:45:03.294Z,AVAXUSDT,long,38,6.58,6.55,140.381550,-4.2114,9720.4482
2026-06-27T00:36:14.471Z,2026-06-27T01:36:33.744Z,DOGEUSDT,short,59,0.08,0.08,19075.196817,-4.0058,9715.2905
2026-06-27T00:51:12.187Z,2026-06-27T01:51:33.627Z,XRPUSDT,short,37,1.05,1.05,859.189160,-3.1790,9712.1115
2026-06-27T00:51:18.948Z,2026-06-27T01:51:33.753Z,AVAXUSDT,long,42,6.55,6.54,155.720234,-1.5572,9710.5543
2026-06-27T01:51:42.732Z,2026-06-27T02:52:02.583Z,XRPUSDT,short,39,1.05,1.06,901.436778,-12.4398,9697.5464
2026-06-27T02:52:11.780Z,2026-06-27T03:52:31.742Z,XRPUSDT,long,71,1.06,1.06,1618.537371,-8.9020,9687.0735
2026-06-27T02:52:18.522Z,2026-06-27T03:52:31.868Z,AVAXUSDT,long,37,6.64,6.54,134.998121,-13.3648,9673.7087
2026-06-27T03:52:40.861Z,2026-06-27T04:52:59.935Z,XRPUSDT,short,45,1.06,1.06,1028.631599,-3.2916,9669.2563
2026-06-27T03:52:43.106Z,2026-06-27T04:53:00.064Z,DOGEUSDT,short,35,0.08,0.08,11198.628983,-1.0079,9668.2484
2026-06-27T04:53:09.056Z,2026-06-27T05:53:27.337Z,XRPUSDT,short,55,1.06,1.06,1252.717827,6.0130,9672.2023
2026-06-27T05:08:15.811Z,2026-06-27T06:08:27.593Z,AVAXUSDT,short,31,6.55,6.56,114.385868,-1.1439,9670.1444
2026-06-27T05:23:38.700Z,2026-06-27T06:23:57.806Z,DOGEUSDT,short,56,0.08,0.08,17927.939802,-1.0757,9669.0687
2026-06-27T05:53:36.456Z,2026-06-27T06:53:57.960Z,XRPUSDT,short,63,1.06,1.06,1442.040759,-2.1631,9666.0209
2026-06-27T06:24:09.314Z,2026-06-27T07:24:25.602Z,DOGEUSDT,short,61,0.08,0.08,19514.729736,-3.7078,9661.4722
2026-06-27T06:54:07.069Z,2026-06-27T07:54:25.744Z,XRPUSDT,short,58,1.06,1.06,1324.738219,-0.1325,9660.7600
2026-06-27T07:24:37.114Z,2026-06-27T08:24:53.284Z,DOGEUSDT,short,40,0.08,0.08,12754.418733,1.4030,9661.6413
2026-06-27T07:54:34.847Z,2026-06-27T08:54:53.441Z,XRPUSDT,short,36,1.06,1.06,821.415591,0.6571,9662.2985
2026-06-27T09:10:02.647Z,2026-06-27T10:10:36.132Z,XRPUSDT,short,59,1.06,1.06,1349.610818,-2.4293,9659.0141
2026-06-27T10:10:45.212Z,2026-06-27T11:11:03.812Z,XRPUSDT,short,56,1.06,1.06,1278.251222,-0.1278,9657.1477
2026-06-27T10:26:15.132Z,2026-06-27T11:26:30.593Z,DOGEUSDT,short,64,0.08,0.08,20505.738208,6.7669,9663.4655
2026-06-27T11:11:12.900Z,2026-06-27T12:11:30.751Z,XRPUSDT,short,31,1.06,1.06,707.399759,0.2830,9662.7628
2026-06-27T11:26:42.080Z,2026-06-27T12:26:58.661Z,DOGEUSDT,short,68,0.08,0.08,21892.179348,-5.9109,9656.8519
2026-06-27T12:42:07.920Z,2026-06-27T13:42:27.706Z,XRPUSDT,short,58,1.06,1.06,1324.107355,-6.0909,9649.9209
2026-06-27T13:42:36.825Z,2026-06-27T14:42:53.303Z,XRPUSDT,short,45,1.06,1.07,1022.044906,-3.5772,9644.7082
2026-06-27T13:42:43.566Z,2026-06-27T14:42:53.428Z,AVAXUSDT,long,36,6.57,6.61,132.222024,5.0244,9649.7326
2026-06-27T14:27:57.676Z,2026-06-27T15:28:23.424Z,SOLUSDT,long,32,72.64,72.86,10.626814,2.4123,9650.5817
2026-06-27T14:43:02.276Z,2026-06-27T15:43:23.958Z,XRPUSDT,short,46,1.07,1.07,1041.305478,-9.6841,9640.8976
2026-06-27T14:43:06.777Z,2026-06-27T15:43:24.082Z,ADAUSDT,long,30,0.15,0.15,4869.986586,1.4610,9642.3586
2026-06-27T14:58:09.044Z,2026-06-27T15:58:24.077Z,AVAXUSDT,long,32,6.61,6.64,116.705565,3.0343,9644.5251
2026-06-27T15:43:33.075Z,2026-06-27T16:44:01.625Z,XRPUSDT,long,60,1.07,1.07,1345.445380,-4.9781,9639.5469
2026-06-27T16:44:10.766Z,2026-06-27T17:44:29.433Z,XRPUSDT,short,39,1.07,1.06,877.385947,7.7210,9645.7353
2026-06-27T17:29:43.082Z,2026-06-27T18:30:01.112Z,ADAUSDT,short,32,0.15,0.15,5245.705048,3.1474,9647.7976
2026-06-27T17:29:45.341Z,2026-06-27T18:30:01.245Z,AVAXUSDT,short,35,6.54,6.52,128.995187,2.4509,9650.2485
2026-06-27T17:44:38.535Z,2026-06-27T18:45:01.405Z,XRPUSDT,short,75,1.06,1.06,1702.348809,6.9796,9656.2583
2026-06-27T18:30:15.405Z,2026-06-27T19:30:33.217Z,ADAUSDT,short,33,0.15,0.15,5441.869463,5.9861,9661.0567
2026-06-27T18:30:17.653Z,2026-06-27T19:30:33.341Z,AVAXUSDT,short,34,6.52,6.43,125.840829,11.4515,9672.5082
2026-06-27T18:45:10.605Z,2026-06-27T19:45:33.609Z,XRPUSDT,short,82,1.06,1.05,1870.660514,7.1085,9677.4841
2026-06-27T19:30:38.140Z,2026-06-27T20:31:02.500Z,SOLUSDT,short,37,71.06,71.21,12.591044,-1.9264,9674.5270
2026-06-27T19:30:44.882Z,2026-06-27T20:31:02.762Z,DOGEUSDT,short,34,0.07,0.07,11011.486265,-1.8720,9672.6550
2026-06-27T19:30:47.126Z,2026-06-27T20:31:02.884Z,ADAUSDT,short,31,0.15,0.15,5162.118120,-1.0324,9671.6226
2026-06-27T19:30:49.370Z,2026-06-27T20:31:03.010Z,AVAXUSDT,short,45,6.43,6.43,169.231714,-1.0154,9670.6072
2026-06-27T19:45:42.680Z,2026-06-27T20:46:03.259Z,XRPUSDT,short,71,1.05,1.05,1629.128815,1.1404,9671.7476
2026-06-27T20:46:12.398Z,2026-06-27T21:46:40.383Z,XRPUSDT,short,63,1.05,1.05,1445.805096,0.1446,9670.5430
2026-06-27T20:46:19.147Z,2026-06-27T21:46:40.508Z,AVAXUSDT,short,30,6.43,6.40,112.836422,3.6108,9674.1538
2026-06-27T21:46:49.484Z,2026-06-27T22:47:08.617Z,XRPUSDT,short,31,1.05,1.05,711.672443,1.5657,9675.2696
2026-06-27T22:47:17.758Z,2026-06-27T23:47:35.094Z,XRPUSDT,short,61,1.05,1.05,1403.613601,4.7723,9679.1566
2026-06-27T23:47:39.704Z,2026-06-28T00:48:03.226Z,SOLUSDT,short,31,70.51,70.67,10.639000,-1.7129,9675.9193
2026-06-27T23:47:44.190Z,2026-06-28T00:48:03.349Z,XRPUSDT,short,74,1.05,1.05,1708.876417,-1.8798,9674.0396
2026-06-28T00:48:12.340Z,2026-06-28T01:48:31.935Z,XRPUSDT,short,57,1.05,1.05,1314.156947,-1.1827,9672.0297
2026-06-28T01:48:41.045Z,2026-06-28T02:48:59.618Z,XRPUSDT,short,32,1.05,1.05,736.986737,3.1690,9674.7345
2026-06-28T02:49:08.720Z,2026-06-28T03:49:27.573Z,XRPUSDT,short,62,1.05,1.05,1434.322184,-3.8727,9669.9621
2026-06-28T03:49:36.729Z,2026-06-28T04:49:54.632Z,XRPUSDT,short,55,1.05,1.05,1268.237106,-1.2682,9667.8960
2026-06-28T04:50:03.790Z,2026-06-28T05:50:22.710Z,XRPUSDT,short,34,1.05,1.05,783.086682,2.9757,9670.3787
2026-06-28T05:50:31.822Z,2026-06-28T06:50:51.462Z,XRPUSDT,short,59,1.05,1.04,1364.174502,1.7734,9671.2963
2026-06-28T06:51:00.572Z,2026-06-28T07:51:21.097Z,XRPUSDT,short,59,1.04,1.05,1366.002303,-5.4640,9664.9764
2026-06-28T07:51:30.273Z,2026-06-28T08:51:51.469Z,XRPUSDT,short,36,1.05,1.05,829.769985,-5.4765,9658.4851
2026-06-28T08:36:55.921Z,2026-06-28T09:37:22.438Z,SOLUSDT,long,34,71.40,71.78,11.505625,4.4182,9661.6429
2026-06-28T08:52:00.497Z,2026-06-28T09:52:22.957Z,XRPUSDT,short,54,1.05,1.05,1235.919896,4.9437,9666.1228
2026-06-28T08:52:04.990Z,2026-06-28T09:52:23.082Z,ADAUSDT,long,33,0.15,0.15,5457.263554,-4.9115,9661.2113
2026-06-28T09:37:27.434Z,2026-06-28T10:37:47.429Z,SOLUSDT,long,32,71.78,71.26,10.767761,-5.6531,9655.0655
2026-06-28T09:52:31.957Z,2026-06-28T10:52:47.690Z,XRPUSDT,short,34,1.05,1.05,781.428259,2.1880,9657.2535
2026-06-28T10:52:56.795Z,2026-06-28T11:53:31.616Z,XRPUSDT,short,63,1.05,1.05,1451.352501,-5.5151,9650.8257
2026-06-28T11:53:40.800Z,2026-06-28T12:54:12.453Z,XRPUSDT,short,54,1.05,1.05,1238.343762,0.4953,9650.5393
2026-06-28T12:54:21.575Z,2026-06-28T13:54:41.524Z,XRPUSDT,short,40,1.05,1.05,917.962459,1.4687,9651.4290
2026-06-28T13:54:50.635Z,2026-06-28T14:55:12.389Z,XRPUSDT,short,55,1.05,1.05,1264.359273,-3.4138,9647.2190
2026-06-28T14:55:21.507Z,2026-06-28T15:55:47.544Z,XRPUSDT,short,32,1.05,1.05,733.419673,1.3202,9648.0761
2026-06-28T15:55:56.659Z,2026-06-28T16:56:15.760Z,XRPUSDT,short,54,1.05,1.05,1239.994551,5.4560,9652.7506
2026-06-28T16:56:24.869Z,2026-06-28T17:56:43.307Z,XRPUSDT,short,72,1.05,1.05,1661.244008,-1.8274,9649.8807
2026-06-28T17:56:52.478Z,2026-06-28T18:57:11.136Z,XRPUSDT,short,68,1.05,1.05,1566.838324,1.2535,9650.1499
2026-06-28T18:57:20.245Z,2026-06-28T19:57:36.692Z,XRPUSDT,short,31,1.05,1.04,714.860083,2.2876,9651.9887
2026-06-28T19:57:45.740Z,2026-06-28T20:58:16.036Z,XRPUSDT,short,57,1.04,1.05,1318.704118,-4.4836,9646.0719
2026-06-28T20:27:52.466Z,2026-06-28T21:28:16.143Z,AVAXUSDT,long,42,6.45,6.38,157.038922,-12.2490,9633.3743
2026-06-28T20:58:25.169Z,2026-06-28T21:58:47.898Z,XRPUSDT,short,31,1.05,1.04,714.421417,5.0009,9638.3752
2026-06-28T21:58:57.032Z,2026-06-28T22:59:15.505Z,XRPUSDT,short,63,1.04,1.04,1460.359886,3.9430,9640.9737
2026-06-28T22:44:31.401Z,2026-06-28T23:44:42.750Z,AVAXUSDT,short,30,6.36,6.45,113.595762,-10.2236,9629.6799
2026-06-28T22:59:24.658Z,2026-06-28T23:59:42.980Z,XRPUSDT,short,74,1.04,1.05,1719.776430,-18.4016,9611.2783
2026-06-28T23:59:52.092Z,2026-06-29T01:00:11.112Z,XRPUSDT,short,34,1.05,1.05,779.689500,0.3898,9610.0824
2026-06-29T00:14:47.614Z,2026-06-29T01:15:10.352Z,SOLUSDT,long,33,71.40,71.32,11.104747,-0.8995,9608.5198
2026-06-29T00:14:58.848Z,2026-06-29T01:15:10.604Z,AVAXUSDT,long,43,6.44,6.44,160.445502,0.8022,9609.3221
2026-06-29T01:00:19.606Z,2026-06-29T02:00:42.300Z,XRPUSDT,short,46,1.05,1.04,1055.649514,5.1727,9613.4858
2026-06-29T01:15:14.955Z,2026-06-29T02:15:42.181Z,SOLUSDT,long,37,71.32,70.68,12.463365,-7.9142,9604.5621
2026-06-29T01:15:26.189Z,2026-06-29T02:15:42.647Z,AVAXUSDT,long,33,6.44,6.42,123.017547,-2.7064,9601.8557
2026-06-29T02:00:51.311Z,2026-06-29T03:01:10.026Z,XRPUSDT,short,70,1.04,1.05,1614.548955,-8.3957,9592.2647
2026-06-29T02:46:14.437Z,2026-06-29T03:46:38.182Z,SOLUSDT,long,38,72.06,72.71,12.657864,8.2276,9599.0104
2026-06-29T02:46:25.675Z,2026-06-29T03:46:38.612Z,AVAXUSDT,long,45,6.52,6.60,165.590556,12.7505,9611.7608
2026-06-29T03:01:19.025Z,2026-06-29T04:01:39.017Z,XRPUSDT,short,40,1.05,1.05,916.166637,-2.1988,9607.7888
2026-06-29T03:16:12.212Z,2026-06-29T04:16:38.905Z,ETHUSDT,long,32,1582.99,1580.29,0.484738,-1.3088,9605.8891
2026-06-29T03:31:23.463Z,2026-06-29T04:31:39.146Z,ADAUSDT,long,31,0.15,0.14,5112.243663,-4.0898,9601.7993
2026-06-29T03:46:43.376Z,2026-06-29T04:47:03.986Z,SOLUSDT,long,42,72.72,71.74,13.878368,-13.5592,9587.1888
2026-06-29T03:46:54.622Z,2026-06-29T04:47:04.358Z,AVAXUSDT,long,42,6.60,6.53,152.812130,-11.9193,9575.2694
2026-06-29T04:01:38.895Z,2026-06-29T05:02:04.729Z,BTCUSDT,long,39,59990.00,59755.90,0.015620,-3.6566,9571.6129
2026-06-29T04:01:47.909Z,2026-06-29T05:02:04.855Z,XRPUSDT,short,41,1.05,1.04,938.350024,7.1315,9578.7443
2026-06-29T04:31:52.381Z,2026-06-29T05:32:04.778Z,ADAUSDT,long,39,0.14,0.14,6474.242281,-7.7691,9570.0557
2026-06-29T04:31:56.871Z,2026-06-29T05:32:04.901Z,LINKUSDT,long,34,7.31,7.25,111.672851,-6.9237,9563.1320
2026-06-29T05:02:13.825Z,2026-06-29T06:02:34.877Z,XRPUSDT,short,64,1.04,1.05,1471.106826,-11.1804,9551.3347
2026-06-29T05:32:09.280Z,2026-06-29T06:23:34.749Z,SOLUSDT,short,43,71.37,72.86,14.404931,-21.5066,9529.3124
2026-06-29T06:17:43.881Z,2026-06-29T07:18:02.460Z,XRPUSDT,short,36,1.05,1.05,816.120882,3.0196,9532.3320
2026-06-29T07:18:11.625Z,2026-06-29T08:18:31.909Z,XRPUSDT,short,45,1.05,1.05,1021.905235,1.1241,9532.3695
2026-06-29T07:33:07.071Z,2026-06-29T08:33:31.848Z,SOLUSDT,long,31,72.39,72.38,10.203824,-0.1735,9531.4096
2026-06-29T08:18:40.923Z,2026-06-29T09:19:00.234Z,XRPUSDT,short,55,1.05,1.05,1250.191532,-1.1252,9528.7118
2026-06-29T08:33:43.225Z,2026-06-29T09:34:00.299Z,DOGEUSDT,short,35,0.07,0.07,11548.024630,-5.7740,9522.4233
2026-06-29T08:33:45.476Z,2026-06-29T09:34:00.422Z,ADAUSDT,short,35,0.14,0.14,5799.405799,-5.2195,9517.2038
2026-06-29T08:33:47.726Z,2026-06-29T09:34:00.544Z,AVAXUSDT,short,40,6.50,6.56,146.666802,-9.2400,9507.9638
2026-06-29T09:19:09.370Z,2026-06-29T10:19:27.572Z,XRPUSDT,short,36,1.05,1.05,817.447396,-4.2507,9503.7131
2026-06-29T10:19:36.664Z,2026-06-29T11:19:52.932Z,XRPUSDT,short,41,1.05,1.05,923.871954,5.6356,9508.7642
2026-06-29T11:20:02.053Z,2026-06-29T12:21:38.095Z,XRPUSDT,short,37,1.05,1.06,839.195390,-11.0774,9497.1591
2026-06-29T12:21:47.254Z,2026-06-29T13:22:08.494Z,XRPUSDT,short,52,1.06,1.06,1163.209610,2.3264,9498.7447
2026-06-29T13:22:13.066Z,2026-06-29T14:22:47.987Z,SOLUSDT,long,33,74.14,72.82,10.570533,-13.8685,9482.6537
2026-06-29T13:22:17.576Z,2026-06-29T14:22:48.112Z,XRPUSDT,short,48,1.06,1.04,1075.783807,18.3959,9501.0496
2026-06-29T13:52:47.845Z,2026-06-29T14:52:47.878Z,BTCUSDT,short,32,59557.30,59391.00,0.012758,2.1216,9499.7228
2026-06-29T14:07:50.121Z,2026-06-29T15:08:18.774Z,ETHUSDT,short,43,1562.80,1565.64,0.653277,-1.8553,9497.8674
2026-06-29T14:22:56.946Z,2026-06-29T15:23:18.907Z,XRPUSDT,short,91,1.04,1.04,2074.962828,-2.2825,9495.0721
2026-06-29T14:22:59.198Z,2026-06-29T15:23:19.031Z,DOGEUSDT,short,31,0.07,0.07,10195.690798,0.4078,9495.4799
2026-06-29T14:23:01.448Z,2026-06-29T15:23:19.152Z,ADAUSDT,short,39,0.14,0.14,6458.736518,-5.1670,9490.3129
2026-06-29T14:23:03.701Z,2026-06-29T15:23:19.275Z,AVAXUSDT,short,43,6.47,6.55,157.896426,-13.1054,9477.2075
2026-06-29T14:23:05.964Z,2026-06-29T15:23:19.399Z,LINKUSDT,short,38,7.22,7.25,124.889072,-2.8724,9474.3351
2026-06-29T15:08:18.899Z,2026-06-29T16:08:57.084Z,BTCUSDT,short,36,59209.60,59823.70,0.014437,-8.8658,9463.7782
2026-06-29T15:23:27.906Z,2026-06-29T16:23:57.015Z,XRPUSDT,short,88,1.04,1.05,1998.996566,-6.1969,9457.0703
2026-06-29T15:23:30.151Z,2026-06-29T16:23:57.141Z,DOGEUSDT,short,31,0.07,0.07,10174.113730,-4.4766,9452.5937
2026-06-29T16:09:12.898Z,2026-06-29T17:09:55.912Z,AVAXUSDT,long,36,6.67,6.75,127.754618,10.3481,9462.4172
2026-06-29T16:39:06.147Z,2026-06-29T17:15:56.190Z,XRPUSDT,short,37,1.05,1.07,836.232704,-17.5609,9442.1740
2026-06-29T17:09:55.920Z,2026-06-29T18:10:34.684Z,BTCUSDT,long,38,60172.40,60469.00,0.014939,4.4310,9443.7160
2026-06-29T17:09:58.171Z,2026-06-29T18:10:34.814Z,ETHUSDT,long,40,1591.62,1626.09,0.594481,20.4918,9464.2078
2026-06-29T17:10:00.423Z,2026-06-29T18:10:34.938Z,SOLUSDT,long,37,74.53,75.68,11.741906,13.4914,9477.6992
2026-06-29T17:10:11.673Z,2026-06-29T18:10:35.557Z,AVAXUSDT,long,41,6.75,6.75,143.621218,-0.4309,9477.2684
2026-06-29T17:10:13.933Z,2026-06-29T18:10:35.685Z,LINKUSDT,long,33,7.38,7.47,105.811654,9.7347,9487.0030
2026-06-29T17:25:02.692Z,2026-06-29T18:25:34.858Z,BNBUSDT,long,45,559.43,561.27,1.898798,3.4938,9488.3766
2026-06-29T17:25:04.957Z,2026-06-29T18:25:34.987Z,XRPUSDT,long,69,1.06,1.07,1534.160771,6.7503,9495.1270
2026-06-29T17:25:07.209Z,2026-06-29T18:25:35.113Z,DOGEUSDT,long,45,0.07,0.07,14404.759792,2.3048,9497.4317
2026-06-29T17:25:09.470Z,2026-06-29T18:25:35.240Z,ADAUSDT,long,45,0.15,0.15,7199.940679,0.7200,9498.1517
2026-06-29T18:10:37.056Z,2026-06-29T19:11:13.371Z,ETHUSDT,long,39,1626.09,1617.77,0.568839,-4.7327,9491.0257
2026-06-29T18:10:39.311Z,2026-06-29T19:11:13.497Z,SOLUSDT,long,41,75.64,75.64,12.855115,0.0129,9491.0385
2026-06-29T18:10:50.557Z,2026-06-29T19:11:14.117Z,AVAXUSDT,long,31,6.75,6.72,108.895646,-3.0491,9487.9894
2026-06-29T18:10:52.803Z,2026-06-29T19:11:14.241Z,LINKUSDT,long,38,7.47,7.44,120.663529,-3.2579,9484.7315
2026-06-29T18:25:41.525Z,2026-06-29T19:26:13.498Z,BNBUSDT,long,38,561.50,561.09,1.606989,-0.6589,9482.9772
2026-06-29T18:25:43.780Z,2026-06-29T19:26:13.624Z,XRPUSDT,long,66,1.07,1.07,1469.804635,4.7034,9487.6806
2026-06-29T18:25:46.036Z,2026-06-29T19:26:13.745Z,DOGEUSDT,long,32,0.07,0.07,10281.954309,0.6169,9488.2975
2026-06-29T18:40:48.244Z,2026-06-29T19:41:13.689Z,ADAUSDT,long,32,0.15,0.15,5153.983288,1.0308,9488.4886
2026-06-29T19:11:18.013Z,2026-06-29T20:11:47.639Z,SOLUSDT,long,44,75.64,75.60,13.793602,-0.5380,9487.9506
2026-06-29T19:11:31.523Z,2026-06-29T20:11:47.887Z,LINKUSDT,long,33,7.44,7.46,105.152359,1.7876,9489.7382
2026-06-29T19:26:22.514Z,2026-06-29T20:26:47.697Z,XRPUSDT,long,59,1.07,1.07,1308.700093,-1.3087,9488.4295
2026-06-29T20:26:56.758Z,2026-06-29T21:27:18.310Z,XRPUSDT,short,33,1.07,1.06,732.542986,4.6150,9492.5749
2026-06-29T21:27:27.425Z,2026-06-29T22:27:47.172Z,XRPUSDT,short,60,1.06,1.06,1340.506710,0.1341,9491.8546
2026-06-29T22:27:56.282Z,2026-06-29T23:28:17.719Z,XRPUSDT,short,69,1.06,1.06,1541.465744,8.7864,9499.6585
2026-06-29T23:28:26.916Z,2026-06-30T00:28:48.787Z,XRPUSDT,short,66,1.06,1.05,1484.040575,4.6005,9503.3186
2026-06-30T00:28:57.994Z,2026-06-30T01:29:18.496Z,XRPUSDT,short,75,1.05,1.05,1692.507820,2.2003,9502.4544
2026-06-30T00:29:06.998Z,2026-06-30T01:29:18.885Z,LINKUSDT,short,35,7.33,7.33,113.384267,0.7937,9503.2481
2026-06-30T00:43:53.455Z,2026-06-30T01:44:18.372Z,SOLUSDT,short,31,74.28,74.28,9.914180,-0.0892,9502.2038
2026-06-30T00:44:00.203Z,2026-06-30T01:44:18.622Z,DOGEUSDT,short,35,0.07,0.07,11459.193880,1.0313,9503.2351
2026-06-30T00:44:02.447Z,2026-06-30T01:44:18.743Z,ADAUSDT,short,39,0.14,0.14,6410.581098,2.5642,9505.7993
2026-06-30T01:29:27.493Z,2026-06-30T02:29:45.512Z,XRPUSDT,short,67,1.05,1.05,1513.831721,2.5735,9507.4888
2026-06-30T02:14:56.886Z,2026-06-30T03:15:13.176Z,DOGEUSDT,short,31,0.07,0.07,10186.662737,-3.2597,9503.2166
2026-06-30T02:14:59.133Z,2026-06-30T03:15:13.301Z,ADAUSDT,short,31,0.14,0.14,5126.410526,-5.1264,9498.0901
2026-06-30T02:29:54.650Z,2026-06-30T03:30:13.057Z,XRPUSDT,short,71,1.05,1.05,1607.524547,-1.1253,9496.9649
2026-06-30T03:30:22.176Z,2026-06-30T04:30:48.919Z,XRPUSDT,short,33,1.05,1.05,746.047993,3.1334,9499.6282
2026-06-30T04:30:58.129Z,2026-06-30T05:31:17.185Z,XRPUSDT,short,55,1.05,1.05,1248.517373,0.7491,9499.5936
2026-06-30T06:31:53.874Z,2026-06-30T07:32:13.759Z,XRPUSDT,short,41,1.05,1.05,927.694685,1.9482,9500.9575
2026-06-30T07:32:22.945Z,2026-06-30T08:32:40.578Z,XRPUSDT,short,32,1.05,1.04,725.610120,2.6122,9503.1137
2026-06-30T08:32:49.672Z,2026-06-30T09:33:07.164Z,XRPUSDT,short,63,1.04,1.04,1433.934088,2.8679,9505.0835
2026-06-30T09:33:16.307Z,2026-06-30T10:33:34.739Z,XRPUSDT,short,68,1.04,1.04,1550.733390,-0.4652,9503.6487
2026-06-30T11:34:12.345Z,2026-06-30T12:34:35.454Z,XRPUSDT,short,65,1.04,1.03,1487.806282,9.6707,9511.1813
2026-06-30T12:04:46.778Z,2026-06-30T13:05:35.635Z,DOGEUSDT,short,43,0.07,0.07,14379.823056,16.2492,9523.7217
2026-06-30T12:04:51.270Z,2026-06-30T13:05:35.882Z,AVAXUSDT,short,42,6.50,6.40,153.401210,15.9537,9539.6755
2026-06-30T12:34:37.824Z,2026-06-30T13:35:36.298Z,ETHUSDT,short,33,1562.72,1552.15,0.502120,5.3074,9543.8668
2026-06-30T12:34:40.078Z,2026-06-30T13:35:36.424Z,SOLUSDT,short,39,72.46,72.05,12.797326,5.2341,9549.1009
2026-06-30T12:34:44.579Z,2026-06-30T13:35:36.547Z,XRPUSDT,short,80,1.03,1.03,1844.840764,5.1656,9554.2664
2026-06-30T12:34:49.073Z,2026-06-30T13:35:36.803Z,ADAUSDT,short,39,0.14,0.14,6515.311033,-1.9546,9552.3118
